Team,Name,Age,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VOR
SAC,Omri Casspi,28,22,397,11.4,0.511,0.248,0.179,5.9,20.2,13.1,10.1,1.3,0.2,11.9,16.3,0.1,0.3,0.4,0.043,-2.5,-0.9,-3.4,-0.1
SAC,Langston Galloway,25,19,375,8,0.522,0.385,0.115,2.2,8.5,5.4,11.2,0.8,0.2,14.1,15.4,0,0.1,0.1,0.007,-2.5,-2.4,-5,-0.3
SAC,Georgios Papagiannis,19,22,355,12.7,0.573,0.02,0.137,7.9,20,14,9,0.4,4.4,18.2,16.9,0.1,0.3,0.4,0.057,-3.5,0.8,-2.7,-0.1
SAC,Tyreke Evans,27,14,314,14.9,0.516,0.336,0.238,2.6,16,9.4,17.7,1.9,1.5,12.2,26,0,0.3,0.2,0.034,-1,-1.2,-2.2,0
SAC,Malachi Richardson,21,22,198,9.6,0.517,0.412,0.279,1.8,11.5,6.7,8.7,1.3,0.5,9.5,19.3,0,0.1,0.1,0.028,-2.5,-3,-5.5,-0.2
SAC,Jordan Farmar,30,2,35,14.4,0.5,0.75,0,3.3,6.5,5,38.6,2.9,0,20,19.4,0,0,0,0.063,0.7,-3.7,-3,0
SAS,Kawhi Leonard,25,74,2474,27.6,0.61,0.295,0.406,3.7,15.7,9.8,18.9,2.7,1.8,9.1,31.1,8.9,4.7,13.6,0.264,6.4,1.5,7.9,6.2
SAS,LaMarcus Aldridge,31,72,2335,18.6,0.532,0.053,0.258,8.5,16.6,12.7,9.9,1,3,7.7,24.5,3.5,3.7,7.2,0.149,-0.3,1.3,1,1.8
SAS,Danny Green,29,68,1807,10.1,0.537,0.693,0.071,2,11.8,7,9.6,2,2.6,14.1,13.5,0.4,3,3.4,0.09,-0.3,2.7,2.4,2
SAS,Patty Mills,28,80,1754,15.2,0.578,0.572,0.129,1.6,7.4,4.6,24.3,1.9,0.1,13.3,19.5,2.9,2.2,5.1,0.139,2.5,-1.2,1.3,1.5
SAS,Pau Gasol,36,64,1627,20.2,0.578,0.172,0.305,7.6,26.8,17.4,14.7,0.8,3.5,10.6,21.3,3.3,3.1,6.4,0.19,0.9,2.8,3.7,2.4
SAS,Tony Parker,34,63,1587,13,0.514,0.121,0.206,0.7,7.3,4,27.8,1.1,0.1,12.5,20.2,1.4,1.7,3,0.092,-1.2,-1.7,-3,-0.4
SAS,David Lee,33,79,1477,18.5,0.613,0,0.269,11.7,21.9,16.9,13,1.1,2.2,14.9,16.9,3.2,2.5,5.7,0.186,0.7,2.5,3.2,1.9
SAS,Jonathon Simmons,27,78,1392,9.9,0.504,0.242,0.314,1.7,11.1,6.5,13.2,1.7,1.5,13.7,18,-0.1,2.1,2,0.068,-2.8,0.9,-1.9,0
SAS,Dewayne Dedmon,27,76,1330,16,0.645,0,0.359,11.2,30.6,21.1,4.8,1.4,3.7,16.9,12.3,2.3,3,5.2,0.189,-1.6,3.2,1.7,1.2
SAS,Manu Ginobili,39,69,1291,13.9,0.532,0.517,0.244,2.5,11.1,6.9,20.8,3.2,1,16.5,20.4,0.6,2.4,3,0.11,0.5,1.4,1.9,1.3
SAS,Kyle Anderson,23,72,1020,12.5,0.525,0.191,0.273,3.7,19,11.5,12.4,2.5,2.1,14.3,12.1,0.7,2,2.7,0.127,-2.1,3.7,1.6,0.9
SAS,Davis Bertans,24,67,808,12.9,0.609,0.739,0.145,3.2,10.4,6.9,8.3,1.3,2.8,11.4,15.7,1.1,1.2,2.3,0.135,1.2,0.6,1.8,0.8
SAS,Dejounte Murray,20,38,322,9.6,0.503,0.198,0.259,2.2,12.4,7.4,22.6,1.3,1.5,22.7,23.5,-0.4,0.5,0,0.004,-4.6,-0.2,-4.8,-0.2
SAS,Bryn Forbes,23,36,285,5.9,0.462,0.535,0.061,0.8,8.2,4.6,11.7,0.2,0,9.8,17.9,-0.2,0.2,0.1,0.014,-3.2,-2.8,-6,-0.3
SAS,Nicolas Laprovittola,27,18,174,8.4,0.579,0.574,0.191,0.7,5.7,3.3,23,1.2,0.5,27.2,18.2,0,0.2,0.2,0.044,-2.5,-2.4,-4.9,-0.1
SAS,Joel Anthony,34,19,122,11.6,0.64,0,0.5,7.6,20.9,14.4,3.4,0.8,4,17,8.7,0.1,0.2,0.4,0.141,-3.1,2.5,-0.6,0
TOR,DeMar DeRozan,27,74,2620,24,0.552,0.08,0.419,3,13.6,8.3,20.6,1.5,0.4,9,34.3,6.7,2.4,9,0.166,2.4,-1.5,0.9,1.9
TOR,Kyle Lowry,30,60,2244,22.9,0.623,0.51,0.398,2.4,12,7.2,29.9,2,0.7,13.8,24.9,7.8,2.3,10.1,0.216,7.1,-0.5,6.6,4.9
TOR,Jonas Valanciunas,24,80,2066,20.1,0.601,0.003,0.309,12.4,29.1,20.8,4.4,0.9,2.6,11.7,19.5,4.9,3,7.9,0.183,-0.5,-0.1,-0.6,0.7
TOR,Cory Joseph,25,80,2003,13.2,0.518,0.204,0.185,2.9,10.4,6.6,20,1.7,0.6,13.1,18.4,1.7,1.7,3.4,0.082,-0.4,-0.4,-0.8,0.6
TOR,DeMarre Carroll,30,72,1882,11.9,0.53,0.582,0.213,3.8,12.7,8.3,5.7,2.2,1.2,8.2,15.6,1.7,2.1,3.8,0.097,0.7,0.4,1,1.4
TOR,Patrick Patterson,27,65,1599,10.8,0.542,0.659,0.156,4.4,16.3,10.4,6.6,1.3,1.2,8.5,12.5,1.7,1.6,3.3,0.1,0.5,0.4,0.9,1.2
TOR,Norman Powell,23,76,1368,14,0.552,0.342,0.314,2.2,11.8,7,9.3,1.9,0.9,10.8,21.1,1.4,1.4,2.8,0.097,-0.4,-1.1,-1.5,0.2
TOR,Terrence Ross,25,54,1207,14.9,0.558,0.534,0.104,1.3,11.6,6.5,5.9,2.2,1.4,6.2,19.8,1.6,1.3,2.9,0.116,1.2,-0.9,0.3,0.7
TOR,Lucas Nogueira,24,57,1088,15.5,0.682,0.077,0.429,8.5,16.8,12.7,5.4,2.4,7.1,19.9,9.5,1.7,2,3.7,0.164,-0.1,5.6,5.4,2
TOR,Pascal Siakam,22,55,859,11.5,0.523,0.034,0.156,8.4,15.9,12.2,2.9,1.5,4.5,13.1,13.1,0.4,1.2,1.6,0.089,-3,1.9,-1.1,0.2
TOR,Serge Ibaka,27,23,712,13.8,0.556,0.369,0.122,4.6,20.1,12.4,3.3,0.5,4,11.7,20.9,0.4,0.8,1.3,0.085,-1.5,-0.5,-2.1,0
TOR,Jakob Poeltl,21,54,626,12.2,0.589,0,0.496,14.1,15.7,14.9,2.7,1.4,2.8,17.2,12.1,0.9,0.7,1.6,0.125,-1.2,0.5,-0.7,0.2
TOR,P.J. Tucker,31,24,609,10.4,0.515,0.469,0.125,4.3,19.6,12,5.9,2.6,0.7,9.4,10.9,0.4,0.9,1.3,0.099,-0.7,1.9,1.1,0.5
TOR,Delon Wright,24,27,446,15,0.535,0.259,0.474,4.1,8.1,6.1,18.2,3.1,2.1,15.1,16.6,0.5,0.6,1.1,0.117,-0.1,1.2,1.1,0.4
TOR,Fred VanVleet,22,37,294,10.5,0.443,0.261,0.198,1.5,14.6,8.1,17.5,2.8,0.9,11.1,20.6,-0.1,0.4,0.2,0.04,-3.2,0,-3.2,-0.1
TOR,Jared Sullinger,24,11,118,6,0.366,0.383,0.17,9.6,16.3,12.9,3.7,1.7,0.7,7.3,20.7,-0.2,0.1,-0.1,-0.031,-4.9,-2.5,-7.5,-0.2
TOR,Bruno Caboclo,21,9,40,14.6,0.438,0.375,0,14.2,14.1,14.1,15.1,2.5,2.2,11.1,20.1,0,0.1,0.1,0.083,0.1,0.7,0.8,0
UTA,Rudy Gobert,24,81,2744,23.3,0.681,0.002,0.762,13.6,29.5,21.8,5.7,0.9,6.4,15,16.7,8.3,6,14.3,0.25,1.4,4.5,5.8,5.4
UTA,Gordon Hayward,26,73,2516,22.2,0.595,0.324,0.371,2.3,15.4,9,18.2,1.5,0.6,9.4,27.6,7.1,3.3,10.4,0.199,4.2,0,4.2,4
UTA,Joe Ingles,29,82,1972,12.4,0.604,0.619,0.151,1.4,13.6,7.6,17.2,2.6,0.3,18.2,13.9,2,3,5,0.123,0.9,1.8,2.7,2.3
UTA,Joe Johnson,35,78,1843,12.8,0.542,0.412,0.123,2.1,12.8,7.6,12.6,1,0.8,9.5,18.5,1.7,2.1,3.8,0.099,-0.2,-0.1,-0.3,0.8
UTA,Rodney Hood,24,59,1593,12.4,0.522,0.461,0.173,1.2,13.1,7.3,10.1,1.3,0.6,8.3,22.9,0.7,1.9,2.6,0.078,-0.3,-0.9,-1.2,0.3
UTA,George Hill,30,49,1544,19.3,0.599,0.384,0.323,1.8,10.5,6.2,22.8,1.7,0.6,10.9,23.5,4,1.9,5.9,0.182,3.9,-0.2,3.6,2.2
UTA,Boris Diaw,34,73,1283,9,0.494,0.248,0.107,4.3,9.8,7.1,20.3,0.7,0.6,20.3,15.6,-0.1,1.2,1.1,0.041,-2.7,-0.2,-2.9,-0.3
UTA,Dante Exum,21,66,1228,8.5,0.521,0.41,0.201,2.9,9.3,6.2,14.1,0.9,0.8,16.8,18.1,-0.1,1.3,1.2,0.046,-2,-0.5,-2.5,-0.1
UTA,Shelvin Mack,26,55,1205,10.9,0.518,0.315,0.202,2,9.8,6,20.4,1.8,0.2,17.8,19.6,-0.1,1.5,1.4,0.054,-1.7,-0.1,-1.8,0.1
UTA,Derrick Favors,25,50,1186,15.8,0.512,0.024,0.261,9.2,20.2,14.9,7.9,2,2.7,11.4,20.7,0.5,2.2,2.7,0.109,-2.4,2.3,-0.1,0.6
UTA,Trey Lyles,21,71,1158,9.9,0.464,0.465,0.18,4.9,18.1,11.7,9.5,1.2,1.4,11.9,21.7,-0.9,1.6,0.8,0.031,-3,-0.1,-3,-0.3
UTA,Alec Burks,25,42,653,11.6,0.501,0.306,0.315,3.1,17.7,10.6,7.5,1.4,0.6,11,22.7,-0.1,0.9,0.8,0.056,-3.3,-0.9,-4.2,-0.4
UTA,Jeff Withey,26,51,432,18.8,0.588,0.01,0.466,14.3,17.9,16.2,2.5,1.9,6,10.1,14.9,1,0.9,1.8,0.205,-1.2,2.7,1.6,0.4
UTA,Raul Neto,24,40,346,10.7,0.527,0.341,0.099,1.4,8.4,5,15.1,3.2,1.2,13.6,14.8,0.2,0.6,0.7,0.1,-1.7,1.4,-0.3,0.1
UTA,Joel Bolomboy,23,12,53,19.7,0.59,0.25,0.375,9,27.6,18.5,6.3,1,3.1,9.7,18.2,0.1,0.1,0.2,0.171,-1.3,0.5,-0.8,0
WAS,John Wall,26,78,2836,23.2,0.541,0.19,0.367,2.4,10.6,6.5,46.9,2.7,1.4,16.2,30.6,5.8,3,8.8,0.149,3.8,0.2,4.1,4.3
WAS,Bradley Beal,23,77,2684,20.1,0.604,0.418,0.259,2.2,7.8,5,16.2,1.5,0.7,9.6,26.5,6.9,1.6,8.5,0.152,4.5,-2.3,2.2,2.8
WAS,Otto Porter,23,80,2605,17.3,0.628,0.425,0.148,5.1,17.1,11.1,6.7,2.2,1.3,4.9,15.1,6.4,3,9.4,0.173,3,0.9,3.9,3.9
WAS,Marcin Gortat,32,82,2556,15.4,0.593,0.003,0.236,10.6,26.8,18.7,6.8,0.8,2,13.8,14.7,3.9,2.9,6.8,0.127,-0.9,1.2,0.3,1.5
WAS,Markieff Morris,27,76,2374,13.7,0.54,0.22,0.242,5.1,18.2,11.7,7.8,1.7,1.5,11.6,20.5,1.6,2.5,4.1,0.083,-1.3,0.3,-1,0.6
WAS,Kelly Oubre,21,79,1605,9.1,0.516,0.425,0.224,4.3,14,9.2,4,1.8,0.9,9.3,14.6,0.6,1.5,2,0.061,-1.8,-0.5,-2.3,-0.1
WAS,Jason Smith,30,74,1068,13.6,0.598,0.237,0.155,6.8,20.4,13.6,5,1,4.2,14.2,16.7,1,1.3,2.3,0.103,-2,0.6,-1.4,0.2
WAS,Tomas Satoransky,25,57,719,8.5,0.477,0.252,0.224,3.9,9.1,6.5,16.7,1.8,0.7,19,12.1,0.1,0.5,0.6,0.04,-2.9,-0.2,-3.1,-0.2
WAS,Trey Burke,24,57,703,10.8,0.532,0.275,0.114,1.1,6.4,3.8,20.7,0.8,0.6,15.2,19.6,0.3,0.3,0.5,0.036,-2.3,-3.4,-5.7,-0.7
WAS,Bojan Bogdanovic,27,26,601,14.7,0.617,0.491,0.325,2.6,12.3,7.5,5.2,0.8,0.6,12.4,22.2,0.9,0.3,1.3,0.103,0.6,-3.1,-2.6,-0.1
WAS,Marcus Thornton,29,33,575,10.4,0.494,0.381,0.129,4.3,10.5,7.5,10.1,1.6,0.4,10.1,18.7,0.1,0.4,0.5,0.042,-1.6,-1.5,-3.2,-0.2
WAS,Ian Mahinmi,30,31,555,14.1,0.601,0,0.676,9.6,20.8,15.2,4.7,2.9,3.6,19.1,14,0.5,0.9,1.4,0.123,-2.1,2.9,0.8,0.4
WAS,Brandon Jennings,27,23,374,9.7,0.357,0.491,0.16,2.4,10.8,6.6,37.2,2,0,16.2,15.8,-0.1,0.3,0.2,0.025,-2.6,-2.1,-4.7,-0.3
WAS,Sheldon McClellan,24,30,287,10.1,0.518,0.4,0.36,1.6,11.7,6.7,7,1.4,0.6,5.4,14,0.3,0.2,0.5,0.076,-2.1,-1.4,-3.6,-0.1
WAS,Andrew Nicholson,27,28,231,6.3,0.425,0.208,0.156,5.4,11.2,8.3,4.2,2.3,2.2,11.8,17.6,-0.3,0.3,-0.1,-0.014,-5.5,-0.3,-5.7,-0.2
WAS,Daniel Ochefu,23,19,75,6.6,0.43,0,0.074,7.6,25.4,16.5,5.8,1.3,0,9.7,18,-0.1,0.1,0,0.005,-6.5,-1.9,-8.4,-0.1
WAS,Chris McCullough,21,2,8,1.1,0.266,1,2,0,28.1,14.1,0,6.2,0,34.7,15.7,0,0,0,-0.162,-11.8,0.3,-11.5,0
WAS,Danuel House,23,1,1,12.2,,,,0,100,56.4,0,0,0,,0,0,0,0,0.163,-16.4,-4.4,-20.8,0
