draft_year,pick,team,player,college,years,gp,mp,pts,trb,ast,fg%,3p%,ft%,mpg,ppg,rpg,apg,ws,ws_58,bpm,vorp,all_stars,all_nba_1,all_nba_2,all_nba_3,mvp_candidacy
2011,12,UTA,Alec Burks,University of Colorado,6,301,6618,3034,877,534,0.428,0.36,0.752,22,10.1,2.9,1.8,9.6,0.07,-2.1,-0.2,0,0,0,0,0
2011,13,PHO,Markieff Morris,University of Kansas,6,448,11801,5338,2511,759,0.447,0.331,0.774,26.3,11.9,5.6,1.7,18.8,0.077,-0.7,4,0,0,0,0,0
2011,14,HOU,Marcus Morris,University of Kansas,6,416,10916,4513,1767,647,0.428,0.355,0.717,26.2,10.8,4.2,1.6,19,0.084,-0.4,4.5,0,0,0,0,0
2012,1,NOH,Anthony Davis,University of Kentucky,5,335,11531,7497,3402,590,0.513,0.29,0.787,34.4,22.4,10.2,1.8,48.8,0.203,4.1,17.7,4,2,0,0,0
2012,2,CHA,Michael Kidd-Gilchrist,University of Kentucky,5,283,7668,2582,1805,369,0.47,0.206,0.712,27.1,9.1,6.4,1.3,15.5,0.097,-0.9,2.1,0,0,0,0,0
2012,3,WAS,Bradley Beal,University of Florida,5,324,10774,5728,1153,1003,0.441,0.399,0.796,33.3,17.7,3.6,3.1,21.9,0.098,0.3,6.2,0,0,0,0,0
2012,4,CLE,Dion Waiters,Syracuse University,5,335,9572,4438,891,909,0.413,0.346,0.698,28.6,13.2,2.7,2.7,7.4,0.037,-2.5,-1.1,0,0,0,0,0
2012,5,SAC,Thomas Robinson,University of Kansas,5,313,4204,1528,1507,190,0.47,0,0.505,13.4,4.9,4.8,0.6,4.6,0.053,-3.2,-1.3,0,0,0,0,0
2012,6,POR,Damian Lillard,Weber State University,5,396,14399,8880,1593,2447,0.43,0.37,0.877,36.4,22.4,4,6.2,45.5,0.152,3.2,18.7,2,0,1,1,0
2012,7,GSW,Harrison Barnes,University of North Carolina,5,386,11425,4605,1816,563,0.453,0.37,0.776,29.6,11.9,4.7,1.5,22.2,0.093,-1,2.9,0,0,0,0,0
2012,8,TOR,Terrence Ross,University of Washington,5,387,9192,3731,1013,362,0.423,0.374,0.803,23.8,9.6,2.6,0.9,14.6,0.076,-0.9,2.6,0,0,0,0,0
2012,9,DET,Andre Drummond,University of Connecticut,5,385,11439,5120,4945,277,0.548,0.263,0.381,29.7,13.3,12.8,0.7,36.1,0.151,0.7,7.7,1,0,0,1,0
2012,10,NOH,Austin Rivers,Duke University,5,347,7838,2919,681,745,0.418,0.345,0.651,22.6,8.4,2,2.1,5.5,0.033,-3.1,-2.1,0,0,0,0,0
2012,11,POR,Meyers Leonard,University of Illinois at Urbana-Champaign,5,299,4963,1714,1167,246,0.461,0.371,0.825,16.6,5.7,3.9,0.8,9.4,0.091,-2.1,-0.1,0,0,0,0,0
2012,12,HOU,Jeremy Lamb,University of Connecticut,5,276,4688,2214,830,316,0.439,0.324,0.823,17,8,3,1.1,10.5,0.108,-1.4,0.7,0,0,0,0,0
2012,13,PHO,Kendall Marshall,University of North Carolina,4,160,3083,802,253,779,0.399,0.37,0.611,19.3,5,1.6,4.9,1,0.015,-5.6,-2.8,0,0,0,0,0
2012,14,MIL,John Henson,University of North Carolina,5,315,5994,2418,1622,314,0.534,0,0.572,19,7.7,5.1,1,13.8,0.111,0.5,3.8,0,0,0,0,0
2013,1,CLE,Anthony Bennett,"University of Nevada, Las Vegas",4,151,1905,658,472,77,0.392,0.261,0.67,12.6,4.4,3.1,0.5,0.5,0.013,-5.6,-1.7,0,0,0,0,0
2013,2,ORL,Victor Oladipo,Indiana University,4,291,9661,4618,1267,1080,0.434,0.346,0.8,33.2,15.9,4.4,3.7,13.7,0.068,-0.1,4.7,0,0,0,0,0
2013,3,WAS,Otto Porter,Georgetown University,4,266,6632,2469,1183,316,0.481,0.389,0.774,24.9,9.3,4.4,1.2,17.7,0.128,1.7,6.2,0,0,0,0,0
2013,4,CHA,Cody Zeller,Indiana University,4,279,6402,2239,1575,362,0.5,0.154,0.734,22.9,8,5.6,1.3,18.4,0.138,0.6,4.2,0,0,0,0,0
2013,5,PHO,Alex Len,University of Maryland,4,266,5261,1834,1657,177,0.465,0.227,0.716,19.8,6.9,6.2,0.7,7.9,0.072,-2.5,-0.6,0,0,0,0,0
2013,6,NOH,Nerlens Noel,University of Kentucky,3,193,5323,1936,1447,300,0.511,0.333,0.618,27.6,10,7.5,1.6,11,0.099,1.2,4.3,0,0,0,0,0
2013,7,SAC,Ben McLemore,University of Kansas,4,293,7476,2742,753,352,0.417,0.352,0.78,25.5,9.4,2.6,1.2,3.9,0.025,-2.6,-1.2,0,0,0,0,0
2013,8,DET,Kentavious Caldwell-Pope,University of Georgia,4,314,9488,3665,941,495,0.405,0.334,0.785,30.2,11.7,3,1.6,14.5,0.073,-0.1,4.6,0,0,0,0,0
2013,9,MIN,Trey Burke,University of Michigan,4,267,6619,2832,571,972,0.39,0.337,0.813,24.8,10.6,2.1,3.6,5.9,0.043,-2.5,-0.9,0,0,0,0,0
2013,10,POR,C.J. McCollum,Lehigh University,4,260,7025,4128,687,717,0.459,0.413,0.844,27,15.9,2.6,2.8,15.7,0.107,0.2,3.9,0,0,0,0,0
2013,11,PHI,Michael Carter-Williams,Syracuse University,4,235,7058,3053,1219,1277,0.407,0.252,0.696,30,13,5.2,5.4,3.5,0.024,-0.8,2.2,0,0,0,0,0
2013,12,OKC,Steven Adams,University of Pittsburgh,4,311,7371,2343,2001,257,0.568,0,0.571,23.7,7.5,6.4,0.8,19.9,0.13,0.9,5.3,0,0,0,0,0
2013,13,DAL,Kelly Olynyk,Gonzaga University,4,278,5756,2628,1310,471,0.477,0.368,0.743,20.7,9.5,4.7,1.7,14.7,0.122,1.1,4.5,0,0,0,0,0
2013,14,UTA,Shabazz Muhammad,"University of California, Los Angeles",4,235,4354,2290,694,137,0.476,0.323,0.749,18.5,9.7,3,0.6,7.7,0.085,-3.9,-2.1,0,0,0,0,0
2014,1,CLE,Andrew Wiggins,University of Kansas,3,245,8862,4995,993,523,0.45,0.329,0.76,36.2,20.4,4.1,2.1,10.3,0.056,-2.4,-0.8,0,0,0,0,0
2014,2,MIL,Jabari Parker,Duke University,3,152,4874,2403,847,314,0.491,0.341,0.748,32.1,15.8,5.6,2.1,9,0.088,-1.3,0.9,0,0,0,0,0
2014,3,PHI,Joel Embiid,University of Kansas,1,31,786,627,243,66,0.466,0.367,0.783,25.4,20.2,7.8,2.1,1.9,0.117,3.1,1,0,0,0,0,0
2014,4,ORL,Aaron Gordon,University of Arizona,3,205,4958,1981,1081,311,0.46,0.289,0.699,24.2,9.7,5.3,1.5,10.1,0.098,-0.1,2.4,0,0,0,0,0
2014,5,UTA,Dante Exum,,2,148,3045,805,263,309,0.385,0.308,0.743,20.6,5.4,1.8,2.1,1.1,0.017,-3.3,-1,0,0,0,0,0
2014,6,BOS,Marcus Smart,Oklahoma State University,3,207,5874,1916,782,757,0.358,0.291,0.762,28.4,9.3,3.8,3.7,9,0.073,0.4,3.6,0,0,0,0,0
2014,7,LAL,Julius Randle,University of Kentucky,3,156,4432,1896,1465,408,0.457,0.273,0.717,28.4,12.2,9.4,2.6,5.1,0.055,-1.9,0.1,0,0,0,0,0
2014,8,SAC,Nik Stauskas,University of Michigan,3,226,5124,1692,497,393,0.386,0.343,0.807,22.7,7.5,2.2,1.7,2.4,0.022,-3.2,-1.5,0,0,0,0,0
2014,9,CHH,Noah Vonleh,Indiana University,3,177,2698,693,778,65,0.444,0.291,0.678,15.2,3.9,4.4,0.4,3.4,0.061,-4.1,-1.4,0,0,0,0,0
2014,10,PHI,Elfrid Payton,University of Louisiana at Lafayette,3,237,7046,2555,997,1530,0.446,0.289,0.611,29.7,10.8,4.2,6.5,8.9,0.061,-0.4,2.9,0,0,0,0,0
2014,11,DEN,Doug McDermott,Creighton University,3,183,3690,1465,417,123,0.446,0.394,0.836,20.2,8,2.3,0.7,5.4,0.07,-3.7,-1.6,0,0,0,0,0
2014,12,ORL,Dario Saric,,1,81,2129,1040,513,182,0.411,0.311,0.782,26.3,12.8,6.3,2.2,1,0.023,-2.2,-0.1,0,0,0,0,0
2014,13,MIN,Zach LaVine,"University of California, Los Angeles",3,206,5945,2817,602,666,0.445,0.378,0.821,28.9,13.7,2.9,3.2,4.9,0.039,-2,-0.1,0,0,0,0,0
2014,14,PHO,T.J. Warren,North Carolina State University,3,153,3732,1711,571,144,0.502,0.312,0.751,24.4,11.2,3.7,0.9,7.4,0.095,-0.8,1.1,0,0,0,0,0
2015,1,MIN,Karl-Anthony Towns,University of Kentucky,2,164,5657,3564,1865,381,0.542,0.361,0.824,34.5,21.7,11.4,2.3,20.9,0.177,3.9,8.4,0,0,0,0,0
2015,2,LAL,D'Angelo Russell,Ohio State University,2,143,4070,2038,495,569,0.408,0.351,0.759,28.5,14.3,3.5,4,1.3,0.015,-1.2,0.8,0,0,0,0,0
2015,3,PHI,Jahlil Okafor,Duke University,2,103,2725,1518,613,123,0.51,0.167,0.679,26.5,14.7,6,1.2,2.4,0.043,-3.8,-1.2,0,0,0,0,0
2015,4,NYK,Kristaps Porzingis,,2,138,4211,2224,1001,191,0.436,0.346,0.811,30.5,16.1,7.3,1.4,8.9,0.101,0.2,2.3,0,0,0,0,0
2015,5,ORL,Mario Hezonja,,2,144,2373,795,322,171,0.398,0.327,0.856,16.5,5.5,2.2,1.2,0.2,0.004,-4,-1.2,0,0,0,0,0
2015,6,SAC,Willie Cauley-Stein,University of Kentucky,2,141,2833,1074,691,117,0.544,0,0.659,20.1,7.6,4.9,0.8,6.8,0.115,-0.3,1.2,0,0,0,0,0
2015,7,DEN,Emmanuel Mudiay,,2,123,3474,1475,410,589,0.369,0.317,0.721,28.2,12,3.3,4.8,-1.9,-0.027,-4.1,-1.8,0,0,0,0,0
2015,8,DET,Stanley Johnson,University of Arizona,2,150,3058,932,495,223,0.367,0.301,0.748,20.4,6.2,3.3,1.5,1,0.016,-2.3,-0.2,0,0,0,0,0
2015,9,CHO,Frank Kaminsky,University of Wisconsin,2,156,3662,1480,671,260,0.403,0.331,0.743,23.5,9.5,4.3,1.7,5.6,0.073,-1.4,0.6,0,0,0,0,0
2015,10,MIA,Justise Winslow,Duke University,2,96,2857,698,497,183,0.4,0.258,0.665,29.8,7.3,5.2,1.9,2.4,0.04,-1.1,0.6,0,0,0,0,0
2015,11,IND,Myles Turner,University of Texas at Austin,2,141,3908,1792,921,147,0.506,0.333,0.785,27.7,12.7,6.5,1,11.1,0.136,0.7,2.7,0,0,0,0,0
2015,12,UTA,Trey Lyles,University of Kentucky,2,151,2540,928,534,128,0.4,0.343,0.708,16.8,6.1,3.5,0.8,3,0.057,-2.9,-0.6,0,0,0,0,0
2015,13,PHO,Devin Booker,University of Kentucky,2,154,4838,2774,436,468,0.423,0.354,0.835,31.4,18,2.8,3,3.9,0.038,-2.6,-0.8,0,0,0,0,0
2015,14,OKC,Cameron Payne,Murray State University,2,88,1160,443,133,163,0.378,0.32,0.75,13.2,5,1.5,1.9,1,0.042,-3.6,-0.5,0,0,0,0,0
2016,1,PHI,Ben Simmons,Louisiana State University,,,,,,,,,,,,,,,,,,0,0,0,0,0
2016,2,LAL,Brandon Ingram,Duke University,1,79,2279,740,316,166,0.402,0.294,0.621,28.8,9.4,4,2.1,-0.3,-0.007,-3.8,-1.1,0,0,0,0,0
2016,3,BOS,Jaylen Brown,University of California,1,78,1341,515,220,64,0.454,0.341,0.685,17.2,6.6,2.8,0.8,1.5,0.053,-4,-0.7,0,0,0,0,0
2016,4,PHO,Dragan Bender,,1,43,574,146,103,23,0.354,0.277,0.364,13.3,3.4,2.4,0.5,-0.3,-0.029,-4.3,-0.3,0,0,0,0,0
2016,5,MIN,Kris Dunn,Providence College,1,78,1333,293,166,188,0.377,0.288,0.61,17.1,3.8,2.1,2.4,0.1,0.004,-2.2,-0.1,0,0,0,0,0
2016,6,NOP,Buddy Hield,University of Oklahoma,1,82,1888,866,269,121,0.426,0.391,0.842,23,10.6,3.3,1.5,1.3,0.032,-2.7,-0.4,0,0,0,0,0
2016,7,DEN,Jamal Murray,University of Kentucky,1,82,1764,811,214,170,0.404,0.334,0.883,21.5,9.9,2.6,2.1,1.3,0.037,-2.6,-0.3,0,0,0,0,0
2016,8,SAC,Marquese Chriss,University of Washington,1,82,1743,753,348,60,0.449,0.321,0.624,21.3,9.2,4.2,0.7,1.8,0.05,-1.6,0.2,0,0,0,0,0
2016,9,TOR,Jakob Poeltl,University of Utah,1,54,626,165,165,12,0.583,,0.544,11.6,3.1,3.1,0.2,1.6,0.125,-0.7,0.2,0,0,0,0,0
2016,10,MIL,Thon Maker,,1,57,562,226,114,23,0.459,0.378,0.653,9.9,4,2,0.4,1.3,0.113,-1.5,0.1,0,0,0,0,0
2016,11,ORL,Domantas Sabonis,Gonzaga University,1,81,1632,479,288,82,0.399,0.321,0.657,20.1,5.9,3.6,1,0.8,0.022,-4.8,-1.2,0,0,0,0,0
2016,12,UTA,Taurean Prince,Baylor University,1,59,981,335,157,55,0.4,0.324,0.787,16.6,5.7,2.7,0.9,1.1,0.054,-2.3,-0.1,0,0,0,0,0
2016,13,PHO,Georgios Papagiannis,,1,22,355,124,86,20,0.549,0,0.857,16.1,5.6,3.9,0.9,0.4,0.057,-2.7,-0.1,0,0,0,0,0
2016,14,CHI,Denzel Valentine,Michigan State University,1,57,976,291,151,63,0.354,0.351,0.778,17.1,5.1,2.6,1.1,0.6,0.031,-2.7,-0.2,0,0,0,0,0
